compl,qb_speed,time_throw,rush_sep,air_dist,target_sep,side_sep
0,3.83,40.0,3.186500000000015,441.21290000000016,2.2265999999999977,22.02
1,0.22,32.0,5.924500000000034,503.6521999999999,11.169999999999973,9.57
1,0.3,28.0,18.410399999999967,176.81360000000006,3.1685000000000043,24.359999999999996
0,1.59,38.0,16.378099999999986,965.1572999999999,22.86919999999998,12.65
0,2.4,33.0,1.7125000000000097,612.3482,2.8264999999999905,14.74
1,0.73,22.0,12.300500000000017,170.09450000000004,13.411600000000012,18.619999999999997
0,0.8,23.0,17.674899999999997,410.4403999999998,36.18180000000004,8.57
1,0.57,31.0,3.964500000000002,283.4145,1.7188999999999932,24.83
1,0.52,30.0,12.298899999999984,411.5945000000001,12.384799999999991,14.67
1,0.23,26.0,16.10050000000001,135.51460000000003,2.661799999999996,18.57
1,0.69,28.0,3.2080000000000055,435.02720000000005,3.1656999999999984,11.54
1,7.24,45.0,7.796000000000005,251.91850000000005,11.835199999999977,1.2399999999999949
1,4.9,32.0,20.659999999999947,117.7587999999999,39.87249999999998,16.369999999999997
1,0.68,34.0,9.766100000000002,90.56420000000001,23.301199999999994,24.189999999999998
1,0.11,30.0,11.910599999999972,150.15859999999984,10.72160000000002,24.959999999999997
1,1.37,37.0,18.73010000000002,520.5128,17.000100000000018,14.949999999999996
1,5.92,35.0,36.63760000000003,60.746600000000015,4.619600000000003,18.119999999999997
1,0.2,30.0,15.102800000000022,378.35289999999986,16.315700000000035,14.45
1,7.03,63.0,57.48529999999999,109.37290000000006,5.622500000000034,3.14
1,1.14,33.0,5.511999999999982,428.93379999999985,32.080100000000044,13.86
0,1.55,31.0,5.719300000000022,472.0768000000002,1.44009999999999,14.93
0,2.08,38.0,3.3808999999999942,751.7519999999995,0.406900000000005,7.229999999999997
1,0.55,28.0,5.162899999999989,314.17299999999983,27.958399999999997,23.5
0,0.8,28.0,19.20079999999999,560.6122,4.156200000000002,5.039999999999999
0,1.34,33.0,12.676500000000015,632.0920999999998,1.4704999999999893,15.08
1,0.49,24.0,27.210500000000085,140.1380000000001,27.594499999999943,25.62
1,0.94,26.0,3.977999999999996,275.6065,31.97620000000001,10.869999999999997
1,1.25,27.0,5.768100000000006,452.1289000000001,23.10759999999996,6.089999999999996
0,1.69,38.0,3.3293000000000035,728.9124999999997,1.6432999999999838,3.25
1,0.95,32.0,2.1818000000000204,379.4372,32.951299999999996,16.17
0,1.28,48.0,17.862800000000007,370.7650000000001,0.6276999999999989,7.1299999999999955
0,0.56,26.0,5.216800000000041,394.8977,13.00519999999997,7.890000000000001
1,0.98,30.0,22.76479999999998,306.7592,62.783300000000075,7.919999999999995
1,1.35,28.0,2.844999999999996,429.3705999999999,3.7264999999999944,14.81
1,1.61,35.0,2.822900000000002,458.09290000000016,13.203999999999944,18.9
0,0.35,24.0,13.395999999999976,333.9953999999999,19.536800000000014,10.93
1,1.38,27.0,2.7941000000000047,668.4970000000002,25.250900000000026,6.809999999999995
1,6.38,42.0,7.210900000000006,135.7576999999999,33.3202,8.65
0,0.29,34.0,5.811400000000001,176.7922,0.36530000000000085,23.9
0,0.21,24.0,10.454900000000041,250.91920000000013,6.3340999999999905,18.11
1,0.83,32.0,4.651699999999995,434.8304999999999,1.6081000000000112,8.479999999999997
1,0.69,84.0,12.209000000000007,98.64079999999998,30.314600000000034,17.04
1,3.51,27.0,6.452900000000005,89.98600000000002,3.9492000000000083,24.939999999999998
1,0.63,29.0,11.441299999999995,206.82489999999996,33.89800000000004,16.57
1,0.69,25.0,9.93689999999999,163.05699999999993,9.914400000000011,23.2
1,0.69,25.0,4.452099999999998,311.44999999999993,28.48330000000003,13.94
1,6.45,43.0,52.62890000000001,193.48179999999996,6.246500000000007,11.68
1,1.46,173.0,5.124099999999991,534.0890000000005,1.9946000000000015,18.55
1,2.17,21.0,24.84410000000006,81.05170000000005,17.110599999999987,21.49
1,0.94,26.0,27.594100000000005,220.42179999999996,11.614600000000005,14.339999999999996
0,0.43,36.0,11.965600000000027,514.7869,6.172999999999977,17.8
0,1.21,31.0,3.3871999999999947,493.77800000000013,22.525599999999976,21.58
0,0.77,36.0,1.4264999999999979,427.4485,1.4093000000000162,8.18
0,1.58,37.0,2.4224000000000157,843.7705,1.4649999999999785,6.75
1,0.35,39.0,5.212999999999985,221.5181,64.9393,15.55
1,3.78,43.0,7.921300000000028,435.66009999999994,9.739300000000002,3.87
1,0.24,28.0,15.414499999999975,144.36650000000006,28.028199999999966,22.6
1,1.38,28.0,13.697,63.69730000000004,21.552500000000023,20.919999999999995
1,0.81,27.0,12.881799999999952,172.5420999999999,19.011999999999993,13.06
1,1.31,28.0,28.118799999999908,190.42599999999993,31.018499999999907,16.619999999999997
0,1.24,38.0,1.2545000000000004,1244.8010000000004,44.080999999999946,5.369999999999997
1,1.22,32.0,7.672900000000057,535.8349000000004,13.991199999999962,14.629999999999995
1,0.77,31.0,1.1698000000000013,419.0449000000002,13.502900000000025,14.1
1,1.01,33.0,4.612000000000003,182.1329000000001,48.91140000000001,23.24
0,1.85,37.0,1.4112000000000056,584.0228000000001,1.7026000000000063,2.9499999999999957
1,1.5,32.0,2.8397000000000117,171.91250000000014,15.216399999999988,15.599999999999994
1,0.46,35.0,2.3353000000000055,132.00099999999998,52.584999999999994,19.46
1,0.67,29.0,11.82420000000004,275.14330000000007,23.286800000000003,18.22
1,1.55,33.0,17.289699999999996,708.5165000000002,1.6865000000000063,7.439999999999998
1,1.25,33.0,10.774600000000019,385.6323999999999,48.0804999999999,17.669999999999995
1,4.62,36.0,14.919999999999972,172.62249999999997,16.244999999999955,24.19
1,0.52,25.0,9.965599999999979,230.74099999999999,23.816000000000095,14.33
0,0.58,36.0,6.822500000000044,331.6813000000001,7.085599999999986,9.11
1,1.56,27.0,3.1353999999999855,292.4115999999998,3.473999999999955,19.72
1,5.05,34.0,43.68740000000006,73.76000000000013,38.17849999999993,21.759999999999998
0,1.06,38.0,3.7188999999999686,233.43299999999996,6.505000000000028,19.11
0,1.14,27.0,5.155599999999989,183.19250000000005,17.467599999999983,11.809999999999995
1,0.39,28.0,4.194499999999998,318.76649999999995,3.7825000000000015,10.26
1,4.77,29.0,2.9768000000000026,46.173699999999975,14.004999999999999,24.929999999999996
1,0.9,33.0,6.988500000000017,239.11610000000002,168.74170000000004,7.14
0,1.15,25.0,11.336199999999977,178.61439999999985,20.48660000000001,19.75
1,5.91,31.0,7.180199999999971,89.14600000000003,6.888400000000007,25.39
0,0.68,24.0,5.965700000000017,275.8025000000002,6.236499999999971,13.55
0,3.48,42.0,0.980200000000003,132.46819999999997,96.84200000000003,11.65
1,5.63,48.0,10.718499999999997,246.39569999999998,6.401000000000009,16.66
1,1.53,43.0,9.076500000000003,743.0004,53.909799999999976,8.22
0,0.72,35.0,12.450099999999969,62.312899999999956,17.586500000000008,24.84
0,0.5,26.0,6.631299999999981,356.3679999999998,1.2724999999999946,12.619999999999997
1,0.8,44.0,1.9059999999999877,112.18730000000001,80.10050000000001,15.949999999999996
1,0.04,28.0,8.954000000000013,116.83299999999977,56.26399999999984,20.11
1,0.52,29.0,18.751399999999997,189.81370000000007,12.724200000000003,14.68
1,0.65,27.0,18.652499999999975,260.917,15.663699999999968,12.81
1,6.9,47.0,20.467600000000008,330.2218000000001,22.842500000000022,14.46
1,0.84,32.0,8.361000000000008,383.06570000000016,3.2976,7.85
1,1.11,32.0,27.937999999999967,115.43119999999999,30.313300000000027,18.79
0,8.21,55.0,23.827400000000004,575.7153999999998,14.172499999999962,0.56
1,0.8,33.0,14.90049999999996,152.79889999999995,78.86249999999994,14.07
0,3.96,26.0,22.257799999999982,108.90049999999997,32.6925,15.07
1,0.95,35.0,6.618099999999982,304.2146,65.94650000000003,11.42
1,7.29,42.0,5.589199999999998,522.5409999999996,135.3337000000001,4.87
1,0.94,34.0,7.5625000000000195,473.21599999999995,2.3042000000000264,13.21
1,6.32,52.0,13.4212,458.85060000000044,1.8805000000000052,18.11
1,1.03,27.0,4.8490000000000055,233.18559999999997,27.881599999999985,17.259999999999998
0,5.46,49.0,24.9421,135.1744999999999,1.0248999999999997,22.83
1,4.51,31.0,20.902500000000018,100.71650000000007,57.94730000000008,17.959999999999994
1,1.03,35.0,7.684999999999993,61.06850000000005,14.694500000000042,15.169999999999995
1,0.43,28.0,3.882500000000009,290.273,14.206899999999983,14.86
1,1.61,34.0,9.809300000000002,192.07249999999993,77.15880000000001,15.04
1,0.81,26.0,10.689999999999982,347.99570000000006,52.185999999999986,7.29
0,0.82,32.0,2.2336000000000085,308.4724,6.335300000000002,18.29
0,1.31,34.0,3.8712999999999864,554.1649999999998,14.479699999999996,14.549999999999997
1,2.31,44.0,13.57609999999999,789.6925000000001,52.52690000000005,15.13
1,1.08,28.0,17.14659999999995,106.40680000000002,26.546000000000078,14.169999999999995
1,0.98,31.0,10.58719999999999,121.00840000000001,13.182099999999997,21.019999999999996
1,0.69,33.0,4.205800000000016,314.55769999999995,22.48420000000007,14.909999999999997
0,1.48,38.0,30.484900000000074,500.8328000000003,36.89370000000007,17.14
0,0.32,35.0,7.730000000000005,77.14600000000003,26.38760000000005,14.769999999999996
1,1.13,38.0,4.0545000000000195,189.7562000000001,33.60369999999994,18.199999999999996
